"x"
"1"	807
"2"	450
"3"	1194
"4"	379
"5"	674
"6"	56
"7"	1178
"8"	1221
"9"	524
"10"	897
"11"	348
"12"	813
"13"	620
"14"	983
"15"	642
"16"	61
"17"	1119
"18"	140
"19"	917
"20"	319
"21"	1410
"22"	572
"23"	639
"24"	1238
"25"	446
"26"	166
"27"	1409
"28"	1284
"29"	467
"30"	649
"31"	1095
"32"	831
"33"	1187
"34"	613
"35"	1411
"36"	895
"37"	716
"38"	922
"39"	235
"40"	688
"41"	1017
"42"	109
"43"	433
"44"	439
"45"	243
"46"	494
"47"	1356
"48"	385
"49"	1123
"50"	545
"51"	272
"52"	25
"53"	1033
"54"	542
"55"	566
"56"	986
"57"	990
"58"	732
"59"	484
"60"	223
"61"	1016
"62"	172
"63"	11
"64"	905
"65"	194
"66"	356
"67"	633
"68"	46
"69"	1225
"70"	1253
"71"	1216
"72"	658
"73"	1313
"74"	32
"75"	858
"76"	411
"77"	472
"78"	898
"79"	39
"80"	69
"81"	1044
"82"	179
"83"	285
"84"	1324
"85"	782
"86"	75
"87"	488
"88"	645
"89"	619
"90"	765
"91"	943
"92"	393
"93"	1028
"94"	432
"95"	1144
"96"	647
"97"	1065
"98"	1114
"99"	1034
"100"	1275
"101"	401
"102"	101
"103"	1257
"104"	702
"105"	783
"106"	1322
"107"	1026
"108"	1382
"109"	801
"110"	638
"111"	1431
"112"	1281
"113"	557
"114"	605
"115"	489
"116"	1173
"117"	1190
"118"	414
"119"	964
"120"	1307
"121"	791
"122"	217
"123"	226
"124"	1380
"125"	1420
"126"	931
"127"	134
"128"	29
"129"	1112
"130"	539
"131"	868
"132"	1073
"133"	160
"134"	1241
"135"	138
"136"	769
"137"	99
"138"	54
"139"	655
"140"	1435
"141"	309
"142"	1339
"143"	205
