"x"
"1"	1106
"2"	28
"3"	411
"4"	502
"5"	22
"6"	1149
"7"	959
"8"	1437
"9"	1196
"10"	679
"11"	719
"12"	651
"13"	1177
"14"	708
"15"	144
"16"	198
"17"	140
"18"	554
"19"	952
"20"	634
"21"	177
"22"	183
"23"	223
"24"	189
"25"	156
"26"	945
"27"	980
"28"	1205
"29"	1311
"30"	465
"31"	986
"32"	929
"33"	1336
"34"	467
"35"	1098
"36"	87
"37"	805
"38"	1337
"39"	321
"40"	810
"41"	1159
"42"	514
"43"	791
"44"	299
"45"	1199
"46"	224
"47"	1258
"48"	359
"49"	1331
"50"	788
"51"	98
"52"	277
"53"	1035
"54"	438
"55"	455
"56"	1225
"57"	1313
"58"	1316
"59"	303
"60"	654
"61"	19
"62"	1327
"63"	461
"64"	452
"65"	1178
"66"	837
"67"	1370
"68"	301
"69"	1377
"70"	1346
"71"	917
"72"	879
"73"	627
"74"	813
"75"	264
"76"	914
"77"	511
"78"	2
"79"	1427
"80"	420
"81"	201
"82"	466
"83"	1322
"84"	854
"85"	311
"86"	53
"87"	192
"88"	733
"89"	653
"90"	724
"91"	474
"92"	845
"93"	1417
"94"	867
"95"	220
"96"	1024
"97"	6
"98"	886
"99"	307
"100"	955
"101"	1401
"102"	687
"103"	1010
"104"	709
"105"	1261
"106"	1181
"107"	1067
"108"	55
"109"	918
"110"	987
"111"	589
"112"	61
"113"	1386
"114"	1385
"115"	254
"116"	422
"117"	1193
"118"	777
"119"	1259
"120"	283
"121"	1390
"122"	506
"123"	1164
"124"	1243
"125"	137
"126"	581
"127"	812
"128"	1112
"129"	1031
"130"	1062
"131"	1217
"132"	635
"133"	487
"134"	493
"135"	364
"136"	615
"137"	437
"138"	382
"139"	284
"140"	656
"141"	430
"142"	14
"143"	725
