"x"
"1"	138
"2"	1429
"3"	863
"4"	1168
"5"	37
"6"	1165
"7"	1299
"8"	470
"9"	300
"10"	1135
"11"	456
"12"	718
"13"	1198
"14"	628
"15"	737
"16"	25
"17"	303
"18"	731
"19"	447
"20"	53
"21"	1307
"22"	618
"23"	207
"24"	232
"25"	569
"26"	433
"27"	715
"28"	224
"29"	293
"30"	547
"31"	647
"32"	893
"33"	652
"34"	426
"35"	977
"36"	1296
"37"	415
"38"	659
"39"	1424
"40"	768
"41"	464
"42"	1018
"43"	10
"44"	789
"45"	231
"46"	794
"47"	1002
"48"	1408
"49"	1236
"50"	868
"51"	809
"52"	810
"53"	291
"54"	1348
"55"	276
"56"	558
"57"	126
"58"	745
"59"	1115
"60"	393
"61"	78
"62"	914
"63"	752
"64"	178
"65"	200
"66"	1028
"67"	184
"68"	18
"69"	1059
"70"	790
"71"	54
"72"	396
"73"	429
"74"	604
"75"	438
"76"	1308
"77"	292
"78"	1334
"79"	233
"80"	788
"81"	598
"82"	346
"83"	646
"84"	167
"85"	1024
"86"	156
"87"	1107
"88"	1388
"89"	751
"90"	295
"91"	1224
"92"	545
"93"	348
"94"	243
"95"	1397
"96"	903
"97"	588
"98"	268
"99"	362
"100"	1108
"101"	1376
"102"	52
"103"	31
"104"	239
"105"	686
"106"	757
"107"	1216
"108"	565
"109"	212
"110"	526
"111"	672
"112"	483
"113"	1133
"114"	161
"115"	337
"116"	454
"117"	1100
"118"	1416
"119"	648
"120"	375
"121"	1204
"122"	203
"123"	339
"124"	878
"125"	626
"126"	215
"127"	1430
"128"	1251
"129"	860
"130"	1431
"131"	544
"132"	468
"133"	641
"134"	522
"135"	257
"136"	1052
"137"	968
"138"	825
"139"	799
"140"	514
"141"	879
"142"	1050
"143"	392
